income,credit_score,debt_to_income,years_employed,age,education_level,num_credit_accounts,neighborhood_code,loan_amount_requested,has_cosigner,approved
37296.69,671,0.153,3.1,22,3,3,10,77561.29,0,1
42794.82,665,0.369,2.4,37,1,1,8,12532.4,0,0
113179.01,618,0.428,1.0,21,0,3,8,20751.4,0,1
95820.37,813,0.331,3.6,50,2,4,7,9258.49,0,1
25596.46,650,0.105,3.1,28,1,4,1,16342.01,0,0
74225.74,736,0.136,4.9,45,2,6,2,50650.12,1,0
73548.35,530,0.599,1.5,23,1,8,7,25875.3,0,0
27608.21,774,0.586,1.2,61,3,3,1,66553.96,0,0
73820.28,764,0.598,8.4,59,0,4,2,8074.8,0,0
105764.05,688,0.449,6.1,38,0,5,5,86438.4,1,1
27965.52,662,0.582,7.4,65,1,9,5,69375.84,0,1
30984.69,712,0.086,0.7,28,1,3,1,97062.39,0,0
81538.51,850,0.157,1.3,60,3,3,2,95518.88,1,0
56148.07,539,0.375,4.3,46,3,3,6,70827.99,0,1
64585.04,743,0.106,9.7,35,2,6,6,20014.19,0,1
58121.71,607,0.268,11.1,22,0,2,2,26097.84,0,0
59596.25,678,0.15,8.9,27,2,3,6,31370.29,0,1
25254.61,660,0.555,0.2,63,1,2,8,45534.04,0,0
82756.58,646,0.266,8.6,50,3,9,6,59232.89,0,1
87973.86,679,0.169,11.5,30,0,9,9,69847.0,0,1
43708.8,589,0.587,0.3,44,0,8,10,12185.54,1,0
47966.66,762,0.141,2.7,24,2,7,5,63002.08,0,1
22798.41,536,0.281,3.8,23,2,5,8,10622.75,0,0
63394.18,723,0.477,1.3,65,2,3,1,83567.49,0,0
65253.09,654,0.109,3.6,42,0,2,8,8840.37,0,0
47519.93,586,0.235,10.9,37,2,5,7,42054.52,0,1
86006.37,696,0.098,10.1,67,1,5,9,44898.28,0,1
41479.78,555,0.338,14.1,39,1,4,10,59186.66,0,1
65010.43,683,0.46,3.3,35,1,3,8,14067.51,0,1
29441.72,566,0.207,2.6,32,2,4,10,93644.89,0,0
48446.91,717,0.273,5.5,47,1,8,2,41404.61,0,0
44928.29,606,0.446,2.7,47,0,4,5,42638.83,0,0
54866.27,644,0.169,0.2,19,1,6,3,28093.26,0,0
40751.04,704,0.142,6.4,52,2,5,7,79168.11,1,1
45901.99,618,0.315,1.6,59,0,4,3,5737.34,0,0
74089.09,675,0.292,0.3,50,0,5,2,15089.39,0,0
39403.81,559,0.18,0.1,63,1,1,4,49722.37,0,0
21954.15,730,0.444,13.4,32,0,7,2,96988.4,0,0
117570.33,821,0.287,1.5,28,0,3,5,8380.84,0,1
97804.61,850,0.391,3.0,54,2,4,8,10889.22,1,0
25690.3,687,0.427,15.0,28,0,5,6,72914.8,0,0
69206.77,743,0.203,3.2,23,1,7,9,74867.33,0,0
38120.7,538,0.271,0.4,23,1,4,9,90208.99,0,0
55923.7,800,0.265,4.0,58,1,1,2,59779.8,0,0
56789.8,742,0.193,0.5,19,1,7,5,43337.27,1,0
43599.29,641,0.224,0.5,33,3,5,5,47852.07,0,1
33127.44,779,0.452,9.5,25,1,5,2,45993.94,0,0
34708.14,660,0.27,1.7,57,1,4,8,97485.98,0,0
31005.01,643,0.159,5.7,44,1,3,1,41108.33,0,0
32340.93,718,0.089,3.6,29,1,8,5,14126.39,0,1
47401.58,595,0.097,1.3,57,0,7,9,32514.45,0,1
34273.23,762,0.091,3.6,57,3,4,4,96208.4,0,0
68942.36,596,0.573,0.4,45,0,6,8,45683.42,0,1
103117.36,596,0.393,2.1,32,1,4,3,35027.03,0,0
36679.5,607,0.272,3.7,48,2,6,10,34521.63,1,0
55254.34,741,0.556,1.3,67,2,3,1,5861.14,0,1
62934.05,631,0.337,5.4,21,0,3,2,65146.19,0,0
62068.95,572,0.073,0.3,32,1,6,2,73805.68,0,0
50918.3,632,0.11,3.3,33,0,4,8,38530.34,0,0
71064.36,677,0.228,6.3,51,2,5,5,87915.18,0,1
62387.77,586,0.202,2.8,52,1,13,10,75574.62,0,0
26401.31,588,0.297,10.4,29,0,5,2,62082.61,1,1
75703.38,849,0.422,5.0,29,2,6,8,71862.59,0,0
76392.93,611,0.178,15.9,66,1,4,8,78098.0,0,0
33468.4,654,0.722,1.7,57,0,2,2,55069.74,0,0
49959.55,651,0.339,14.0,67,1,6,1,42791.09,0,1
68986.39,646,0.356,4.7,61,0,6,5,16942.81,0,1
44149.77,730,0.256,6.8,39,3,6,7,43469.75,1,1
83825.21,756,0.437,11.6,24,1,5,9,57259.11,1,1
159841.22,656,0.27,4.0,51,1,5,6,95047.09,0,1
33090.68,581,0.157,9.9,36,3,10,1,19715.02,0,1
24574.82,782,0.314,3.9,40,1,5,8,76911.08,0,0
57062.89,672,0.345,4.6,40,1,6,9,27866.86,0,1
70317.87,818,0.209,2.9,67,0,5,7,95915.58,1,1
43676.56,500,0.163,0.8,22,3,6,7,61506.73,0,1
101379.92,696,0.245,4.0,28,2,4,2,46114.38,1,1
25101.86,833,0.289,19.0,50,0,8,4,37948.41,1,0
69317.96,652,0.346,7.7,64,1,5,10,24188.34,0,1
36209.24,662,0.391,6.9,66,3,9,9,72877.28,0,1
115808.0,704,0.302,5.2,47,1,6,2,65416.98,0,0
132754.61,635,0.197,2.1,20,1,3,6,89564.75,0,1
33412.04,655,0.335,0.9,37,1,6,8,61747.14,0,1
37243.08,653,0.194,1.3,66,2,4,4,21131.36,0,0
75342.07,630,0.107,0.0,44,3,8,10,69869.2,0,1
40393.92,778,0.173,5.6,56,2,7,1,88485.39,0,0
47920.3,717,0.237,8.4,32,3,2,7,99093.93,0,0
49647.05,700,0.3,1.6,19,2,5,7,70081.27,0,1
20000.0,745,0.219,0.5,48,0,5,2,32505.91,0,0
48682.8,659,0.315,2.0,61,0,6,6,58711.27,0,1
34722.25,618,0.264,1.7,69,2,6,8,53923.47,1,0
38308.94,632,0.234,3.0,62,0,8,5,53637.97,0,0
100893.02,680,0.085,1.5,47,2,5,8,12468.89,0,0
26153.72,595,0.063,2.1,50,2,2,10,23481.86,0,0
73614.89,640,0.103,11.9,61,1,4,9,54791.03,1,1
42638.74,639,0.197,2.0,19,1,8,9,80827.28,0,1
42621.75,850,0.139,7.7,67,0,4,9,22269.71,0,1
72779.23,458,0.245,4.9,46,0,5,10,20606.74,1,1
58106.08,666,0.117,2.1,68,2,5,10,77186.25,0,1
65205.98,818,0.205,8.5,58,0,4,6,70602.63,0,0
79546.13,690,0.083,4.5,26,3,4,6,51085.28,1,1
41537.25,740,0.128,0.0,27,0,2,5,9784.38,0,1
36093.99,688,0.36,0.4,36,2,7,2,49904.75,0,0
28493.31,627,0.393,7.0,32,0,4,4,84310.94,0,0
32444.78,501,0.158,3.0,41,1,5,5,6009.04,0,0
200000.0,696,0.174,2.6,49,1,6,9,14747.61,0,1
91339.61,618,0.225,0.8,41,0,5,5,81886.93,0,0
24945.85,616,0.536,0.9,21,1,6,8,54889.43,1,0
25305.35,640,0.251,8.0,69,3,6,6,67915.36,0,0
62375.82,820,0.13,8.8,40,0,3,1,75779.92,0,0
64449.19,850,0.485,4.1,62,0,5,3,33519.76,0,0
64501.38,697,0.08,1.7,22,2,6,8,33298.16,0,1
43153.64,643,0.236,13.5,60,2,5,1,30075.8,0,1
46040.32,586,0.511,4.9,27,0,3,9,20889.2,0,0
57753.53,717,0.11,8.0,53,0,3,8,33950.66,1,1
51171.93,823,0.245,0.0,52,0,6,1,95518.88,0,0
20000.0,660,0.236,3.0,65,0,3,7,13167.75,1,0
43699.86,490,0.68,10.2,35,0,6,9,27860.43,1,1
32025.79,734,0.381,2.1,24,1,7,10,35211.66,0,0
53509.03,759,0.443,6.5,63,1,7,1,19612.52,0,0
200000.0,553,0.315,5.4,35,1,6,3,12353.15,0,1
58908.51,694,0.39,0.8,30,0,5,9,20376.49,0,0
41908.13,716,0.229,7.5,43,1,2,8,55140.91,0,0
77722.55,674,0.304,0.6,26,0,3,9,61691.49,0,1
62401.46,617,0.089,6.5,33,0,7,8,25449.29,0,1
60478.74,761,0.049,23.5,38,1,7,8,52861.36,0,1
66398.2,648,0.736,15.8,32,0,1,9,5591.81,0,1
137073.39,561,0.629,8.1,41,2,7,3,62191.77,0,0
27849.1,516,0.489,3.8,38,0,3,1,5123.94,1,0
62119.55,781,0.343,5.6,58,2,4,10,66063.78,0,0
30847.45,729,0.711,6.5,66,1,5,1,50915.52,0,0
64715.52,687,0.258,0.0,23,1,10,9,15381.04,0,1
30966.36,645,0.615,0.5,61,1,4,7,13398.44,0,0
39787.84,638,0.454,4.5,66,0,3,9,5654.55,0,0
42296.31,594,0.429,0.0,54,0,4,5,57406.26,0,0
79850.26,645,0.315,12.0,70,1,8,6,81622.19,0,1
77592.59,510,0.484,3.4,35,1,5,5,86371.66,0,1
26295.19,621,0.098,1.5,61,1,9,2,59077.54,0,0
50385.92,655,0.465,2.5,53,1,4,6,89280.94,0,0
34379.31,729,0.466,9.5,35,0,4,10,86888.05,1,1
26127.6,677,0.583,13.1,55,3,6,3,71331.15,1,1
43980.05,744,0.439,0.6,45,0,6,2,39492.89,0,0
42014.02,788,0.342,7.5,28,0,8,9,83583.27,1,1
164943.5,765,0.417,4.3,27,3,2,10,42209.27,0,1
60869.04,718,0.275,4.4,55,0,1,8,43310.12,0,0
24616.97,681,0.195,7.6,55,3,6,8,69417.13,0,0
36960.79,602,0.267,1.3,46,0,7,7,93152.28,1,0
81690.39,739,0.155,3.8,44,0,7,7,52501.88,0,1
139277.19,814,0.317,1.9,27,0,2,8,21835.1,0,1
22181.38,707,0.417,0.5,40,1,7,7,18533.05,0,0
20000.0,833,0.088,0.6,63,1,6,8,33712.65,0,0
124926.72,558,0.329,0.7,62,0,1,3,48477.18,0,0
59564.03,588,0.175,4.8,52,0,6,9,33277.92,0,1
31756.53,748,0.432,0.6,70,0,5,10,72632.19,0,0
64043.29,701,0.325,4.2,64,0,8,2,56551.95,0,0
20000.0,785,0.337,4.4,26,3,6,2,43639.49,1,0
49103.61,679,0.06,11.7,39,1,1,9,25273.47,1,1
57751.85,611,0.21,4.9,25,2,3,6,62514.41,0,1
77818.55,663,0.297,21.2,42,0,5,1,69039.52,0,0
29526.75,557,0.398,0.2,58,0,1,2,79496.21,0,0
51166.67,590,0.272,6.1,26,1,4,3,99130.41,0,0
30862.21,758,0.329,0.1,64,2,5,8,26976.21,0,0
55697.57,750,0.049,6.5,48,2,4,10,6435.63,0,1
31329.86,709,0.265,2.4,57,1,8,4,52542.22,0,0
39972.6,542,0.599,4.7,20,0,5,8,92780.46,0,0
29794.89,651,0.362,1.9,23,0,4,9,28632.32,0,0
67884.85,582,0.19,0.9,50,1,5,2,76808.14,0,0
75299.26,774,0.33,6.4,62,0,4,8,35353.55,0,1
43594.65,633,0.233,11.7,63,2,6,4,42164.01,0,0
49967.05,593,0.373,1.0,54,1,6,4,95033.91,1,0
23758.71,682,0.429,12.7,28,2,6,9,48796.7,0,1
42199.42,629,0.372,0.8,28,1,7,7,73905.61,0,0
47805.58,799,0.352,6.7,64,2,4,3,57236.18,0,0
181751.66,621,0.215,16.0,24,0,4,7,77571.01,0,1
28113.82,568,0.169,0.8,54,1,1,5,35149.72,0,1
101934.79,508,0.357,2.9,46,0,8,10,88305.0,0,1
80694.8,678,0.124,2.1,40,1,8,2,57147.63,0,1
56405.29,635,0.254,2.5,41,1,4,5,34370.29,1,1
118102.74,566,0.453,7.0,67,2,7,9,8628.88,1,1
59044.86,775,0.67,5.4,63,2,7,10,6254.79,0,1
59550.48,733,0.491,17.3,63,1,4,1,38569.81,0,1
47735.93,678,0.485,1.0,39,0,7,2,25491.54,0,0
90380.56,789,0.062,3.9,24,3,6,1,10004.5,0,1
84815.59,733,0.352,3.0,70,0,4,5,57520.4,0,1
35852.24,614,0.391,12.6,26,2,6,8,98934.96,0,1
25346.0,597,0.187,0.1,45,1,6,4,45121.04,1,0
44289.8,745,0.266,22.6,32,2,9,6,57450.73,0,1
32858.99,712,0.362,3.3,45,1,6,9,25881.39,0,1
47488.26,694,0.162,4.9,34,1,7,2,24467.08,0,0
91009.49,612,0.51,2.2,65,1,4,7,36195.48,0,0
39001.26,729,0.426,9.6,68,2,3,8,84329.9,0,1
47982.34,620,0.266,4.1,39,0,2,5,96254.75,0,0
50463.79,672,0.512,5.4,22,2,3,5,75273.9,1,1
74922.94,796,0.087,5.2,52,0,7,1,6952.85,0,0
20000.0,627,0.178,2.3,38,2,6,3,46649.26,1,0
36194.04,554,0.359,0.4,69,0,3,1,44966.73,0,0
54482.88,596,0.524,8.2,23,0,2,1,93844.03,0,0
89325.25,760,0.323,1.7,24,2,9,8,75828.98,0,0
38332.32,700,0.391,9.5,54,2,6,8,72867.12,0,0
20000.0,670,0.09,4.7,57,1,7,2,58653.73,0,0
66826.55,639,0.391,2.2,42,3,6,2,66354.31,0,0
35679.04,719,0.504,4.5,32,0,6,9,71367.83,1,1
27042.55,612,0.567,5.2,34,0,5,1,57492.8,0,0
35876.12,704,0.166,6.1,36,0,4,10,85258.7,0,1
44700.38,621,0.2,8.6,30,1,10,6,8504.99,0,1
36229.45,608,0.271,0.9,62,1,6,8,94431.21,0,1
20000.0,629,0.532,14.4,21,1,8,10,78490.83,0,1
76767.23,650,0.038,2.6,39,0,3,1,55251.37,0,0
92729.09,676,0.093,9.8,57,0,2,7,86731.16,0,1
67897.94,699,0.163,1.2,18,1,8,10,83658.15,0,0
27754.61,385,0.282,0.1,64,0,9,9,44842.07,1,1
44322.79,615,0.26,4.3,55,1,2,7,84782.54,0,0
48861.22,649,0.192,2.0,22,0,2,3,22892.12,0,0
66131.28,800,0.103,20.8,65,3,6,8,49574.16,1,1
68471.32,594,0.365,0.6,43,1,6,3,27066.44,0,0
33959.13,693,0.267,0.2,52,2,5,6,16817.83,0,0
51072.31,800,0.272,0.2,64,1,3,4,89987.28,0,0
61613.74,575,0.537,1.2,64,0,7,6,39859.94,1,1
101509.85,712,0.257,4.3,39,0,5,7,70016.43,0,1
69720.75,616,0.28,3.5,30,1,3,8,40634.38,1,0
72731.39,640,0.326,2.2,31,3,6,6,56691.66,1,1
51119.09,616,0.347,0.5,58,0,4,9,38063.98,0,0
99233.36,621,0.175,1.3,66,0,8,3,75559.04,1,0
60167.13,850,0.653,1.0,22,1,6,1,79714.04,0,0
31871.14,748,0.107,6.8,19,1,6,3,45900.6,1,0
98882.25,768,0.46,7.6,61,2,3,9,86663.26,0,1
69490.94,719,0.409,7.5,38,1,7,9,38753.85,0,1
39280.28,551,0.241,17.4,32,0,7,5,77433.78,0,1
38570.91,712,0.265,10.8,28,3,1,8,66756.06,0,1
56856.61,766,0.08,3.4,36,1,4,8,48318.2,1,1
61795.91,612,0.468,2.7,69,1,4,1,89447.21,0,0
54103.07,757,0.299,12.4,69,1,6,5,59364.07,0,1
57276.99,736,0.385,4.7,35,0,4,2,84817.34,0,0
114688.92,828,0.567,1.7,68,0,5,1,74666.74,0,0
83765.09,647,0.102,4.2,34,0,5,7,55594.55,1,0
53923.29,592,0.22,24.2,62,3,6,5,36009.93,0,0
78484.41,651,0.428,9.5,29,2,6,3,95357.99,1,1
29253.02,795,0.217,1.7,61,0,3,2,10390.86,0,0
59812.12,534,0.276,15.3,36,1,6,10,89976.19,0,1
121134.06,515,0.367,19.9,28,1,7,6,53107.33,0,0
43957.43,687,0.148,1.3,67,0,4,1,76130.4,0,0
32086.26,645,0.457,11.3,29,1,3,2,36742.5,0,0
35381.9,681,0.354,10.7,70,2,8,4,41499.92,0,0
28429.52,756,0.435,0.2,24,0,8,9,23121.34,0,1
33110.94,636,0.269,5.5,19,2,7,7,95662.37,0,1
40731.05,530,0.232,1.8,63,1,1,1,9113.41,0,0
24275.34,844,0.485,5.6,49,0,3,6,41748.86,1,1
49405.11,600,0.057,12.2,40,2,6,6,36796.58,0,0
76967.5,595,0.222,3.5,22,0,11,9,82242.31,0,1
31136.06,768,0.136,2.7,48,2,6,10,52651.0,0,0
104782.49,649,0.309,12.7,38,1,6,2,21064.89,0,1
63284.52,675,0.205,18.3,43,1,5,1,53356.21,0,0
82066.92,719,0.364,0.3,51,2,10,3,27421.56,0,0
35280.4,767,0.193,12.8,51,0,2,2,6625.75,0,1
75151.59,653,0.301,0.4,68,1,2,8,56731.78,0,0
28396.84,802,0.141,2.1,52,1,7,2,39238.73,0,0
76505.95,509,0.3,7.2,36,1,5,7,27694.44,0,1
53418.89,741,0.063,7.5,35,0,4,3,21362.62,0,0
64642.39,613,0.482,6.5,43,3,6,4,48100.89,1,1
27233.49,790,0.367,0.2,31,2,2,7,87613.98,0,1
31334.19,691,0.523,0.7,38,0,4,6,77022.28,0,0
66079.52,626,0.257,13.8,62,1,6,2,5439.85,0,0
30510.49,733,0.579,0.4,63,1,3,6,74459.26,0,0
61796.57,751,0.507,0.4,51,2,7,9,11908.6,0,0
24746.3,731,0.368,9.0,48,1,6,8,57060.13,0,0
74913.33,598,0.397,5.1,40,0,5,4,79104.41,0,0
26469.23,641,0.062,2.2,51,0,3,9,48062.7,0,0
64611.65,680,0.278,0.9,60,3,4,2,40786.07,0,0
67024.63,677,0.333,10.8,56,1,8,5,94249.94,1,1
34600.18,740,0.074,22.3,20,0,5,10,7780.28,0,1
65579.16,519,0.281,0.3,56,1,3,7,15067.6,0,0
55838.63,707,0.32,4.0,55,0,6,5,87681.19,1,0
37443.15,657,0.14,1.5,23,0,5,1,89192.56,0,0
29605.71,613,0.324,8.9,26,1,6,7,40409.56,0,0
20000.0,621,0.262,2.1,59,0,5,10,56318.71,0,0
58385.63,663,0.338,6.3,47,1,2,8,20617.61,1,1
22417.53,392,0.305,3.9,61,1,3,5,89006.55,0,0
51414.32,624,0.181,3.9,28,1,4,6,49561.05,0,1
42970.79,610,0.248,9.8,20,1,2,6,58588.38,0,1
68842.14,723,0.353,3.2,26,1,4,9,16215.7,0,1
42149.46,616,0.152,9.3,42,0,5,5,63408.14,0,1
41575.91,663,0.39,2.3,45,1,5,7,71103.39,0,0
70681.23,803,0.164,1.0,63,0,7,8,32998.22,0,1
57961.2,760,0.374,3.0,55,1,7,8,90133.99,0,1
57415.98,752,0.457,3.4,70,1,7,8,24370.96,0,0
61984.14,640,0.132,3.3,22,1,10,8,90251.22,0,0
22747.58,723,0.291,8.3,25,1,10,5,71817.7,0,1
71567.36,661,0.382,4.2,22,1,6,2,83930.83,0,1
66584.99,664,0.38,11.0,46,0,5,10,71413.33,1,1
29485.63,713,0.278,3.6,32,1,2,1,45700.21,1,0
43388.94,632,0.079,1.3,54,3,4,2,36499.48,0,0
48066.77,799,0.416,0.7,25,0,6,7,74736.94,0,0
45832.63,667,0.335,10.1,23,0,4,6,33325.57,1,1
57926.48,729,0.32,0.3,42,0,3,7,10876.41,0,1
100276.17,796,0.331,0.6,38,1,2,3,28465.64,0,0
84194.37,763,0.499,0.3,61,1,5,8,76747.24,1,0
25435.23,567,0.313,2.8,62,2,6,2,80355.99,0,0
66905.4,716,0.333,3.8,24,1,9,8,31277.71,0,0
95269.66,748,0.175,0.1,60,0,7,7,36152.69,0,0
59480.53,751,0.393,3.6,47,3,8,10,57187.16,0,0
84583.14,591,0.09,2.5,44,0,4,8,29886.99,1,0
134072.4,627,0.382,7.4,23,0,4,2,62586.49,1,0
81785.46,760,0.198,8.9,56,0,2,7,31794.14,0,1
55528.65,619,0.369,5.8,21,0,6,9,16483.15,0,1
82664.39,656,0.093,3.2,32,2,2,5,19709.06,0,1
52703.86,806,0.02,1.2,23,1,3,8,28802.25,1,1
49610.19,676,0.412,9.4,46,2,3,9,20951.04,0,0
41121.77,622,0.208,2.1,52,2,2,1,97562.55,0,0
107120.18,610,0.467,2.2,64,0,8,10,67545.2,0,1
32558.24,707,0.365,12.4,56,1,11,2,22029.58,0,0
105470.21,573,0.411,18.6,68,1,8,7,45270.8,1,1
62939.68,660,0.325,11.4,58,2,5,3,30567.3,0,0
24351.46,707,0.373,30.0,33,0,7,6,70030.32,0,1
58913.45,784,0.248,10.2,46,1,5,6,87391.26,0,0
20000.0,733,0.15,6.1,42,2,4,8,43078.53,0,1
67020.51,623,0.104,1.7,47,0,3,2,45739.53,0,0
76314.31,774,0.151,15.3,48,0,6,1,42854.28,1,1
36454.57,656,0.368,10.5,55,1,6,9,47676.34,1,0
52144.49,581,0.553,1.4,22,1,4,4,8405.91,0,1
130232.78,666,0.151,3.4,57,1,4,1,61297.45,1,0
38067.9,795,0.348,0.4,25,2,0,9,95443.61,0,0
28869.65,693,0.213,15.3,19,1,7,1,79605.64,1,0
102829.93,681,0.265,4.3,45,1,4,5,86834.08,0,1
130782.85,811,0.191,1.4,48,0,5,7,26767.91,0,1
49111.47,565,0.183,1.7,20,2,6,9,62682.11,0,1
81286.2,577,0.398,19.7,45,2,7,8,89832.19,0,1
95869.0,551,0.056,4.8,46,0,4,8,11517.6,0,0
33818.32,710,0.283,2.7,21,1,7,10,88339.17,1,0
38458.96,693,0.103,3.5,55,2,3,8,11127.57,0,1
90711.3,803,0.309,0.5,29,1,3,10,98391.5,0,1
113835.21,699,0.388,0.4,59,1,7,6,12972.55,0,1
64954.38,648,0.402,4.5,34,1,6,7,39956.82,0,1
31574.11,680,0.147,3.6,43,0,8,9,10191.56,0,0
132393.07,689,0.08,2.2,64,1,4,2,10393.42,0,1
37590.8,546,0.017,4.2,60,2,8,2,87297.0,1,0
41457.79,850,0.076,0.4,59,1,7,2,11042.66,1,0
58172.55,722,0.601,14.4,26,1,3,3,80299.05,0,0
106625.74,697,0.448,1.7,21,0,6,6,91153.7,0,0
75130.96,729,0.363,0.4,49,0,3,10,93829.74,0,0
60320.83,737,0.039,0.9,39,0,4,2,87084.16,1,0
61799.11,669,0.253,0.5,65,0,6,8,95740.61,1,0
50099.05,630,0.143,1.0,36,1,3,3,9920.38,0,0
64800.58,728,0.162,2.7,39,1,5,8,99677.81,0,1
20000.0,711,0.326,6.7,45,0,7,7,6946.42,0,0
42264.23,615,0.529,1.6,59,3,8,3,20818.85,0,0
55307.34,794,0.543,2.9,32,1,3,1,12690.09,1,0
27570.26,703,0.674,13.2,67,2,8,10,75679.55,0,1
59466.1,738,0.2,1.8,46,0,4,5,13267.71,1,1
44256.8,791,0.182,7.9,62,0,3,10,32805.13,0,0
117917.19,682,0.336,0.9,45,1,1,3,65617.26,0,1
107635.94,705,0.281,1.0,58,0,6,8,52311.59,1,1
38835.78,745,0.311,3.0,21,0,3,1,17941.42,0,0
45459.68,622,0.126,1.3,60,0,9,3,54545.86,0,0
47241.41,684,0.202,11.7,45,0,1,10,37362.95,0,1
39111.44,690,0.309,0.3,41,1,4,2,60664.23,0,0
54041.77,604,0.295,4.5,24,1,5,8,56157.11,0,1
33552.24,850,0.398,4.6,57,1,2,2,99003.18,0,0
27852.9,567,0.399,0.3,25,0,4,1,87034.14,0,0
66926.86,576,0.106,6.6,28,2,5,7,5348.4,1,1
67155.41,785,0.138,3.2,25,0,2,7,21721.13,0,0
32788.8,737,0.19,6.4,18,1,6,2,91748.07,1,0
76701.59,598,0.289,8.8,52,3,6,8,56248.45,1,0
35746.62,729,0.103,1.9,32,0,9,9,77149.48,0,0
55635.83,797,0.111,3.3,26,0,5,3,52833.13,0,0
73878.12,678,0.27,1.5,35,3,7,2,79647.6,1,0
48203.83,850,0.182,1.1,44,0,6,2,17613.48,1,0
61535.56,542,0.558,0.0,44,0,3,9,75100.67,0,0
37865.1,736,0.081,16.6,37,1,5,8,87612.66,1,1
44434.29,773,0.645,2.9,44,0,5,10,30236.66,0,0
44226.1,751,0.133,0.1,40,3,6,2,39994.76,0,1
33749.16,664,0.39,0.0,61,0,7,7,61105.27,1,1
44873.96,657,0.644,1.7,20,1,8,9,87483.02,0,0
22599.68,716,0.158,0.1,63,1,3,9,91240.47,0,1
38346.68,745,0.358,2.3,31,1,3,4,55770.43,0,0
42512.88,728,0.171,0.3,56,1,5,8,67516.2,0,1
43127.24,763,0.318,0.2,39,3,5,1,87926.51,0,1
43445.01,598,0.383,5.5,33,2,5,2,26973.24,0,1
47530.07,662,0.368,11.9,50,1,5,8,83395.36,0,0
62300.25,605,0.052,2.6,58,1,4,1,29876.16,0,0
75906.57,649,0.137,9.1,41,0,3,3,60195.38,0,0
35423.03,761,0.064,0.1,42,1,3,5,93793.17,0,0
26860.16,689,0.236,7.5,21,0,5,4,53592.01,0,1
29114.1,850,0.65,0.3,66,2,5,3,13873.98,0,0
38422.5,695,0.578,9.1,62,0,8,10,90101.93,0,1
41111.34,685,0.238,10.7,39,2,1,10,60572.08,0,0
33356.3,688,0.121,7.7,58,1,5,2,11759.33,0,0
25640.84,629,0.654,8.6,34,3,2,5,6000.21,0,1
39024.29,675,0.628,4.1,56,1,1,3,29821.87,0,0
53675.57,770,0.19,1.5,45,2,9,9,16427.42,0,0
66006.91,689,0.12,5.2,42,1,2,10,64701.3,0,1
37096.89,617,0.234,2.9,21,3,8,8,61687.99,0,0
39874.85,606,0.084,0.0,68,2,9,8,84883.7,0,0
30842.56,644,0.195,3.2,62,2,7,1,53769.33,0,0
48256.24,686,0.048,5.3,59,0,3,8,29046.49,0,0
32073.51,775,0.142,0.1,34,1,5,7,9776.85,0,0
65288.02,573,0.194,4.9,33,0,7,2,5997.95,0,0
20071.71,654,0.489,5.3,48,0,6,9,92948.94,0,1
40953.2,692,0.28,0.9,62,2,1,10,18728.69,1,0
56985.59,533,0.205,2.8,67,0,5,8,52423.5,0,0
53740.24,613,0.18,16.7,32,1,7,9,80504.38,1,1
188436.59,626,0.624,10.8,50,0,4,1,93220.14,0,0
58390.01,616,0.132,2.6,56,0,7,8,24161.09,1,1
29672.4,695,0.029,2.2,30,0,4,10,27033.59,0,1
46735.9,667,0.455,0.7,39,1,5,2,22076.21,0,0
20168.49,636,0.22,0.2,28,0,3,8,20098.44,0,0
47084.55,714,0.177,1.8,54,1,5,2,48220.74,1,0
32320.98,818,0.159,14.1,63,0,2,3,65411.0,0,0
77473.8,811,0.289,15.9,64,3,4,8,72094.78,0,1
37243.39,526,0.43,8.4,53,3,8,6,36083.87,0,0
46240.76,726,0.424,2.2,36,1,4,5,64262.07,0,0
35675.56,666,0.347,0.8,52,0,2,3,5225.02,1,0
116941.1,692,0.485,4.5,63,0,8,6,89385.95,0,0
41746.82,648,0.128,5.2,51,3,2,7,87626.46,0,1
122550.51,689,0.024,2.8,39,1,4,6,56688.13,0,0
73649.74,692,0.524,5.9,66,1,3,5,28120.18,0,1
62382.08,634,0.202,6.9,61,2,10,8,97361.61,1,1
58945.38,608,0.475,7.6,64,3,4,6,82010.95,0,1
59688.74,644,0.073,3.5,65,2,5,7,6610.63,0,1
20000.0,699,0.288,7.8,38,2,5,8,49615.91,0,1
42640.44,728,0.15,0.1,63,2,5,6,14697.43,0,1
74800.44,748,0.269,5.7,48,2,5,1,17562.88,0,1
47836.84,640,0.358,1.3,20,1,9,6,5124.29,0,0
24279.92,703,0.396,1.6,51,3,3,8,70332.7,1,0
47753.03,757,0.226,0.5,42,2,2,10,28989.44,1,1
114927.04,773,0.118,1.1,32,1,2,5,33960.06,0,0
91440.69,675,0.222,24.1,68,1,4,6,9468.2,0,1
47524.37,662,0.558,2.7,21,1,11,6,5754.73,1,1
78883.29,695,0.283,13.1,67,1,7,7,80308.67,0,1
40812.61,588,0.055,0.9,26,2,3,8,67833.91,0,1
20911.7,665,0.19,1.1,38,0,8,8,41320.26,0,0
30877.0,740,0.311,4.1,40,3,1,3,11640.34,0,0
107092.09,731,0.524,2.2,56,1,4,4,78701.77,0,0
42744.83,658,0.606,5.2,29,0,7,7,93003.78,0,1
43404.05,697,0.393,2.7,69,2,3,7,55105.97,0,1
42196.01,614,0.169,8.3,57,0,9,5,18199.98,0,1
127015.99,736,0.157,2.8,59,2,4,7,66990.63,0,0
